ensembl_id,gene_symbol
ENSG00000177951,BET1L
ENSG00000177989,CIMAP1B
ENSG00000177994,CIMIP6
ENSG00000178031,ADAMTSL1
ENSG00000178035,IMPDH2
ENSG00000178057,NDUFAF3
ENSG00000178096,BOLA1
ENSG00000178177,LCORL
ENSG00000178202,POGLUT3
ENSG00000178363,CALML3
ENSG00000178409,BEND3
ENSG00000178425,NT5DC1
ENSG00000178445,GLDC
ENSG00000178538,CA8
ENSG00000178562,CD28
ENSG00000178568,ERBB4
ENSG00000178573,MAF
ENSG00000178645,C10orf53
ENSG00000178685,PARP10
ENSG00000178691,SUZ12
ENSG00000178694,NSUN3
ENSG00000178741,COX5A
ENSG00000178852,EFCAB13
ENSG00000178919,FOXE1
ENSG00000178921,PFAS
ENSG00000178950,GAK
ENSG00000178951,ZBTB7A
ENSG00000178966,RMI1
ENSG00000178974,FBXO34
ENSG00000179023,KLHDC7A
ENSG00000179104,TMTC2
ENSG00000179119,SPTY2D1
ENSG00000179195,ZNF664
ENSG00000179218,CALR
ENSG00000179242,CDH4
ENSG00000179295,PTPN11
ENSG00000179348,GATA2
ENSG00000179364,PACS2
ENSG00000179399,GPC5
ENSG00000179409,GEMIN4
ENSG00000179477,ALOX12B
ENSG00000179520,SLC17A8
ENSG00000179588,ZFPM1
ENSG00000179627,ZBTB42
ENSG00000179630,LACC1
ENSG00000179889,PDXDC1
ENSG00000179912,R3HDM2
ENSG00000179915,NRXN1
ENSG00000179930,ZNF648
ENSG00000179943,FIZ1
ENSG00000180011,PTGR3
ENSG00000180316,PNPLA1
ENSG00000180376,CCDC66
ENSG00000180448,ARHGAP45
ENSG00000180509,KCNE1
ENSG00000180530,NRIP1
ENSG00000180592,SKIDA1
ENSG00000180616,SSTR2
ENSG00000180871,CXCR2
ENSG00000180902,D2HGDH
ENSG00000180938,ZNF572
ENSG00000180992,MRPL14
ENSG00000181004,BBS12
ENSG00000181019,NQO1
ENSG00000181027,FKRP
ENSG00000181092,ADIPOQ
ENSG00000181143,MUC16
ENSG00000181163,NPM1
ENSG00000181291,TMEM132E
ENSG00000181409,AATK
ENSG00000181449,SOX2
ENSG00000181467,RAP2B
ENSG00000181544,FANCB
ENSG00000181555,SETD2
ENSG00000181634,TNFSF15
ENSG00000181690,PLAG1
ENSG00000181722,ZBTB20
ENSG00000181754,AMIGO1
ENSG00000181788,SIAH2
ENSG00000181856,SLC2A4
ENSG00000181915,ADO
ENSG00000181961,OR4A16
ENSG00000182010,RTKN2
ENSG00000182054,IDH2
ENSG00000182095,TNRC18
ENSG00000182158,CREB3L2
ENSG00000182168,UNC5C
ENSG00000182179,UBA7
ENSG00000182187,CRYGB
ENSG00000182197,EXT1
ENSG00000182220,ATP6AP2
ENSG00000182256,GABRG3
ENSG00000182263,FIGN
ENSG00000182271,TMIGD1
ENSG00000182327,GLTPD2
ENSG00000182329,KIAA2012
ENSG00000182348,ZNF804B
ENSG00000182447,OTOL1
ENSG00000182472,CAPN12
ENSG00000182473,EXOC7
ENSG00000182533,CAV3
ENSG00000182578,CSF1R
ENSG00000182612,TSPAN10
ENSG00000182621,PLCB1
ENSG00000182674,KCNB2
ENSG00000182752,PAPPA
ENSG00000182771,GRID1
ENSG00000182782,HCAR2
ENSG00000182853,VMO1
ENSG00000182858,ALG12
ENSG00000182866,LCK
ENSG00000182985,CADM1
ENSG00000182993,C12orf60
ENSG00000183023,SLC8A1
ENSG00000183049,CAMK1D
ENSG00000183066,WBP2NL
ENSG00000183087,GAS6
ENSG00000183117,CSMD1
ENSG00000183150,GPR19
ENSG00000183166,CALN1
ENSG00000183230,CTNNA3
ENSG00000183258,DDX41
ENSG00000183287,CCBE1
ENSG00000183307,TMEM121B
ENSG00000183337,BCOR
ENSG00000183423,LRIT3
ENSG00000183454,GRIN2A
ENSG00000183508,TENT5C
ENSG00000183527,PSMG1
ENSG00000183530,PRR14L
ENSG00000183560,IZUMO1R
ENSG00000183570,PCBP3
ENSG00000183579,ZNRF3
ENSG00000183597,TANGO2
ENSG00000183624,HMCES
ENSG00000183638,RP1L1
ENSG00000183648,NDUFB1
ENSG00000183665,TRMT12
ENSG00000183682,BMP8A
ENSG00000183726,TMEM50A
ENSG00000183735,TBK1
ENSG00000183763,TRAIP
ENSG00000183765,CHEK2
ENSG00000183783,KCTD8
ENSG00000183813,CCR4
ENSG00000183826,BTBD9
ENSG00000183873,SCN5A
ENSG00000183888,SRARP
ENSG00000183955,KMT5A
ENSG00000183960,KCNH8
ENSG00000184005,ST6GALNAC3
ENSG00000184012,TMPRSS2
ENSG00000184058,TBX1
ENSG00000184108,TRIML1
ENSG00000184144,CNTN2
ENSG00000184160,ADRA2C
ENSG00000184185,KCNJ12
ENSG00000184226,PCDH9
ENSG00000184270,H2AC21
ENSG00000184304,PRKD1
ENSG00000184344,GDF3
ENSG00000184361,SPATA32
ENSG00000184371,CSF1
ENSG00000184378,ACTRT3
ENSG00000184381,PLA2G6
ENSG00000184384,MAML2
ENSG00000184500,PROS1
ENSG00000184507,NUTM1
ENSG00000184584,STING1
ENSG00000184588,PDE4B
ENSG00000184599,TAFA3
ENSG00000184602,SNN
ENSG00000184611,KCNH7
ENSG00000184640,SEPTIN9
ENSG00000184647,PRSS55
ENSG00000184661,CDCA2
ENSG00000184677,ZBTB40
ENSG00000184719,RNLS
ENSG00000184730,APOBR
ENSG00000184838,PRR16
ENSG00000184845,DRD1
ENSG00000184887,BTBD6
ENSG00000184903,IMMP2L
ENSG00000184908,CLCNKB
ENSG00000184937,WT1
ENSG00000184949,FAM227A
ENSG00000184983,NDUFA6
ENSG00000184986,TMEM121
ENSG00000185000,DGAT1
ENSG00000185010,F8
ENSG00000185022,MAFF
ENSG00000185053,SGCZ
ENSG00000185056,C5orf47
ENSG00000185104,FAF1
ENSG00000185236,RAB11B
ENSG00000185274,GALNT17
ENSG00000185294,SPPL2C
ENSG00000185305,ARL15
ENSG00000185313,SCN10A
ENSG00000185338,SOCS1
ENSG00000185339,TCN2
ENSG00000185344,ATP6V0A2
ENSG00000185345,PRKN
ENSG00000185352,HS6ST3
ENSG00000185379,RAD51D
ENSG00000185480,PARPBP
ENSG00000185483,ROR1
ENSG00000185507,IRF7
ENSG00000185515,BRCC3
ENSG00000185551,NR2F2
ENSG00000185559,DLK1
ENSG00000185591,SP1
ENSG00000185619,PCGF3
ENSG00000185627,PSMD13
ENSG00000185650,ZFP36L1
ENSG00000185651,UBE2L3
ENSG00000185652,NTF3
ENSG00000185658,BRWD1
ENSG00000185662,SMIM23
ENSG00000185664,PMEL
ENSG00000185774,KCNIP4
ENSG00000185803,SLC52A2
ENSG00000185811,IKZF1
ENSG00000185829,ARL17A
ENSG00000185920,PTCH1
ENSG00000185950,IRS2
ENSG00000185958,FAM186A
ENSG00000185963,BICD2
ENSG00000185989,RASA3
ENSG00000186010,NDUFA13
ENSG00000186047,DLEU7
ENSG00000186073,CDIN1
ENSG00000186081,KRT5
ENSG00000186094,AGBL4
ENSG00000186188,FFAR4
ENSG00000186193,SAPCD2
ENSG00000186205,MTARC1
ENSG00000186212,SOWAHB
ENSG00000186260,MRTFB
ENSG00000186265,BTLA
ENSG00000186297,GABRA5
ENSG00000186318,BACE1
ENSG00000186350,RXRA
ENSG00000186395,KRT10
ENSG00000186407,CD300E
ENSG00000186472,PCLO
ENSG00000186510,CLCNKA
ENSG00000186575,NF2
ENSG00000186577,SMIM29
ENSG00000186591,UBE2H
ENSG00000186635,ARAP1
ENSG00000186642,PDE2A
ENSG00000186716,BCR
ENSG00000186790,FOXE3
ENSG00000186827,TNFRSF4
ENSG00000186834,HEXIM1
ENSG00000186866,POFUT2
ENSG00000186868,MAPT
ENSG00000186889,TMEM17
ENSG00000187045,TMPRSS6
ENSG00000187048,CYP4A11
ENSG00000187049,TMEM216
ENSG00000187098,MITF
ENSG00000187240,DYNC2H1
ENSG00000187257,RSBN1L
ENSG00000187323,DCC
ENSG00000187391,MAGI2
ENSG00000187446,CHP1
ENSG00000187498,COL4A1
ENSG00000187546,AGMO
ENSG00000187553,CYP26C1
ENSG00000187608,ISG15
ENSG00000187672,ERC2
ENSG00000187720,THSD4
ENSG00000187730,GABRD
ENSG00000187741,FANCA
ENSG00000187758,ADH1A
ENSG00000187772,LIN28B
ENSG00000187783,TMEM72
ENSG00000187796,CARD9
ENSG00000188037,CLCN1
ENSG00000188039,NWD1
ENSG00000188064,WNT7B
ENSG00000188107,EYS
ENSG00000188243,COMMD6
ENSG00000188257,PLA2G2A
ENSG00000188290,HES4
ENSG00000188316,ENO4
ENSG00000188352,FOCAD
ENSG00000188372,ZP3
ENSG00000188385,JAKMIP3
ENSG00000188389,PDCD1
ENSG00000188428,BLOC1S5
ENSG00000188452,CERKL
ENSG00000188501,LCTL
ENSG00000188523,CFAP77
ENSG00000188529,SRSF10
ENSG00000188566,NDOR1
ENSG00000188582,PAQR9
ENSG00000188603,CLN3
ENSG00000188610,FAM72B
ENSG00000188641,DPYD
ENSG00000188672,RHCE
ENSG00000188729,OSTN
ENSG00000188738,FSIP2
ENSG00000188763,FZD9
ENSG00000188778,ADRB3
ENSG00000188807,TMEM201
ENSG00000188827,SLX4
ENSG00000188910,GJB3
ENSG00000188991,SLC15A5
ENSG00000189007,ADAT2
ENSG00000189043,NDUFA4
ENSG00000189045,ANKDD1B
ENSG00000189079,ARID2
ENSG00000189233,NUGGC
ENSG00000189283,FHIT
ENSG00000189292,ALKAL2
ENSG00000189403,HMGB1
ENSG00000196090,PTPRT
ENSG00000196092,PAX5
ENSG00000196132,MYT1
ENSG00000196159,FAT4
ENSG00000196196,HRCT1
ENSG00000196218,RYR1
ENSG00000196227,FAM217B
ENSG00000196230,TUBB
ENSG00000196233,LCOR
ENSG00000196236,XPNPEP3
ENSG00000196247,ZNF107
ENSG00000196262,PPIA
ENSG00000196275,GTF2IRD2
ENSG00000196284,SUPT3H
ENSG00000196296,ATP2A1
ENSG00000196396,PTPN1
ENSG00000196411,EPHB4
ENSG00000196428,TSC22D2
ENSG00000196455,PIK3R4
ENSG00000196465,MYL6B
ENSG00000196482,ESRRG
ENSG00000196498,NCOR2
ENSG00000196510,ANAPC7
ENSG00000196526,AFAP1
ENSG00000196535,MYO18A
ENSG00000196557,CACNA1H
ENSG00000196562,SULF2
ENSG00000196576,PLXNB2
ENSG00000196584,XRCC2
ENSG00000196586,MYO6
ENSG00000196591,HDAC2
ENSG00000196611,MMP1
ENSG00000196616,ADH1B
ENSG00000196620,UGT2B15
ENSG00000196628,TCF4
ENSG00000196660,SLC30A10
ENSG00000196664,TLR7
ENSG00000196684,HSH2D
ENSG00000196689,TRPV1
ENSG00000196704,AMZ2
ENSG00000196712,NF1
ENSG00000196730,DAPK1
ENSG00000196739,COL27A1
ENSG00000196782,MAML3
ENSG00000196821,ILRUN
ENSG00000196839,ADA
ENSG00000196876,SCN8A
ENSG00000196914,ARHGEF12
ENSG00000196917,HCAR1
ENSG00000196924,FLNA
ENSG00000196998,WDR45
ENSG00000197019,SERTAD1
ENSG00000197081,IGF2R
ENSG00000197114,ZGPAT
ENSG00000197122,SRC
ENSG00000197147,LRRC8B
ENSG00000197157,SND1
ENSG00000197165,SULT1A2
ENSG00000197170,PSMD12
ENSG00000197249,SERPINA1
ENSG00000197256,KANK2
ENSG00000197299,BLM
ENSG00000197375,SLC22A5
ENSG00000197381,ADARB1
ENSG00000197405,C5AR1
ENSG00000197406,DIO3
ENSG00000197461,PDGFA
ENSG00000197467,COL13A1
ENSG00000197535,MYO5A
ENSG00000197555,SIPA1L1
ENSG00000197557,IFT70A
ENSG00000197563,PIGN
ENSG00000197616,MYH6
ENSG00000197635,DPP4
ENSG00000197646,PDCD1LG2
ENSG00000197653,DNAH10
ENSG00000197694,SPTAN1
ENSG00000197712,FAM114A1
ENSG00000197724,PHF2
ENSG00000197728,RPS26
ENSG00000197757,HOXC6
ENSG00000197769,MAP1LC3C
ENSG00000197774,EME2
ENSG00000197822,OCLN
ENSG00000197837,H4C16
ENSG00000197852,INKA2
ENSG00000197859,ADAMTSL2
ENSG00000197860,SGTB
ENSG00000197879,MYO1C
ENSG00000197888,UGT2B17
ENSG00000197894,ADH5
ENSG00000197901,SLC22A6
ENSG00000197912,SPG7
ENSG00000197919,IFNA1
ENSG00000197959,DNM3
ENSG00000198033,TUBA3C
ENSG00000198056,PRIM1
ENSG00000198087,CD2AP
ENSG00000198099,ADH4
ENSG00000198105,ZNF248
ENSG00000198182,ZNF607
ENSG00000198189,HSD17B11
ENSG00000198223,CSF2RA
ENSG00000198246,SLC29A3
ENSG00000198270,TMEM116
ENSG00000198300,PEG3
ENSG00000198369,SPRED2
ENSG00000198373,WWP2
ENSG00000198400,NTRK1
ENSG00000198553,KCNRG
ENSG00000198556,ZNF789
ENSG00000198561,CTNND1
ENSG00000198569,SLC34A3
ENSG00000198604,BAZ1A
ENSG00000198610,AKR1C4
ENSG00000198625,MDM4
ENSG00000198626,RYR2
ENSG00000198643,FAM3D
ENSG00000198670,LPA
ENSG00000198695,MT-ND6
ENSG00000198732,SMOC1
ENSG00000198734,F5
ENSG00000198740,ZNF652
ENSG00000198743,SLC5A3
ENSG00000198763,MT-ND2
ENSG00000198785,GRIN3A
ENSG00000198786,MT-ND5
ENSG00000198792,TMEM184B
ENSG00000198793,MTOR
ENSG00000198794,SCAMP5
ENSG00000198805,PNP
ENSG00000198821,CD247
ENSG00000198822,GRM3
ENSG00000198835,GJC2
ENSG00000198836,OPA1
ENSG00000198838,RYR3
ENSG00000198840,MT-ND3
ENSG00000198846,TOX
ENSG00000198851,CD3E
ENSG00000198860,TSEN15
ENSG00000198873,GRK5
ENSG00000198876,DCAF12
ENSG00000198886,MT-ND4
ENSG00000198888,MT-ND1
ENSG00000198890,PRMT6
ENSG00000198899,MT-ATP6
ENSG00000198900,TOP1
ENSG00000198914,POU3F3
ENSG00000198920,KIAA0753
ENSG00000198933,TBKBP1
ENSG00000198945,L3MBTL3
ENSG00000198947,DMD
ENSG00000198964,SGMS1
ENSG00000203485,INF2
ENSG00000203734,ECT2L
ENSG00000203737,GPR52
ENSG00000203740,NTMT2
ENSG00000203760,CENPW
ENSG00000203857,HSD3B1
ENSG00000203867,RBM20
ENSG00000203896,LIME1
ENSG00000204006,C1orf185
ENSG00000204070,SYS1
ENSG00000204099,NEU4
ENSG00000204103,MAFB
ENSG00000204160,ZDHHC18
ENSG00000204178,MACO1
ENSG00000204262,COL5A2
ENSG00000204334,ERICH2
ENSG00000204335,SP5
ENSG00000204370,SDHD
ENSG00000204386,NEU1
ENSG00000204420,MPIG6B
ENSG00000204427,ABHD16A
ENSG00000204435,CSNK2B
ENSG00000204442,NALF1
ENSG00000204531,POU5F1
ENSG00000204592,HLA-E
ENSG00000204613,TRIM10
ENSG00000204634,TBC1D8
ENSG00000204671,IL31
ENSG00000204681,GABBR1
ENSG00000204764,RANBP17
ENSG00000204977,TRIM13
ENSG00000204991,SPIRE2
ENSG00000205213,LGR4
ENSG00000205220,PSMB10
ENSG00000205268,PDE7A
ENSG00000205302,SNX2
ENSG00000205403,CFI
ENSG00000205436,EXOC3L4
ENSG00000205482,SPDYE18
ENSG00000205531,NAP1L4
ENSG00000205542,TMSB4X
ENSG00000205643,CDPF1
ENSG00000205670,SMIM11
ENSG00000205683,DPF3
ENSG00000205809,KLRC2
ENSG00000205884,DEFB136
ENSG00000206026,SMIM21
ENSG00000206047,DEFA1
ENSG00000206503,HLA-A
ENSG00000206538,VGLL3
ENSG00000206557,TRIM71
ENSG00000206560,ANKRD28
ENSG00000206573,THUMPD3-AS1
ENSG00000208017,MIR140
ENSG00000211445,GPX3
ENSG00000211452,DIO1
ENSG00000211456,SACM1L
ENSG00000211668,IGLV2-11
ENSG00000211891,IGHE
ENSG00000212710,CTAGE1
ENSG00000212907,MT-ND4L
ENSG00000213047,DENND1B
ENSG00000213066,CEP43
ENSG00000213281,NRAS
ENSG00000213341,CHUK
ENSG00000213347,MXD3
ENSG00000213398,LCAT
ENSG00000213445,SIPA1
ENSG00000213463,SYNJ2BP
ENSG00000213619,NDUFS3
ENSG00000213639,PPP1CB
ENSG00000213658,LAT
ENSG00000213694,S1PR3
ENSG00000213699,SLC35F6
ENSG00000213809,KLRK1
ENSG00000213889,PPM1N
ENSG00000213949,ITGA1
ENSG00000213996,TM6SF2
ENSG00000214226,C17orf67
ENSG00000214357,NEURL1B
ENSG00000214435,AS3MT
ENSG00000214511,HIGD1C
ENSG00000215018,COL28A1
ENSG00000215114,UBXN2B
ENSG00000215131,C16orf90
ENSG00000215182,MUC5AC
ENSG00000215203,GRXCR1
ENSG00000215712,TMEM242
ENSG00000215817,ZC3H11B
ENSG00000215912,TTC34
ENSG00000217236,SP9
ENSG00000218819,TDRD15
ENSG00000219073,CELA3B
ENSG00000219438,TAFA5
ENSG00000221829,FANCG
ENSG00000221840,OR4A5
ENSG00000221843,SPATA31H1
ENSG00000221869,CEBPD
ENSG00000221914,PPP2R2A
ENSG00000221954,OR4C12
ENSG00000224578,HNRNPA1L3
ENSG00000225366,CRIPTO3
ENSG00000225950,NTF4
ENSG00000225997,OR4A8
ENSG00000226650,KIF4B
ENSG00000227059,ANHX
ENSG00000227500,SCAMP4
ENSG00000228278,ORM2
ENSG00000228630,HOTAIR
ENSG00000228696,ARL17B
ENSG00000228716,DHFR
ENSG00000229344,MTCO2P12
ENSG00000229544,NKX1-2
ENSG00000229859,PGA3
ENSG00000230561,CCDC192
ENSG00000232810,TNF
ENSG00000233608,TWIST2
ENSG00000234224,TMEM229A
ENSG00000234829,IFNA17
ENSG00000234906,APOC2
ENSG00000236444,UBE2L5
ENSG00000237388,OR4A47
ENSG00000237649,KIFC1
ENSG00000237651,C2orf74
ENSG00000238083,LRRC37A2
ENSG00000239264,TXNDC5
ENSG00000239268,LINC03051
ENSG00000239642,MEIKIN
ENSG00000239732,TLR9
ENSG00000240021,TEX35
ENSG00000240230,COX19
ENSG00000240505,TNFRSF13B
ENSG00000240583,AQP1
ENSG00000240972,MIF
ENSG00000241119,UGT1A9
ENSG00000241127,YAE1
ENSG00000241468,ATP5MF
ENSG00000241476,SSX2
ENSG00000241644,INMT
ENSG00000241685,ARPC1A
ENSG00000242110,AMACR
ENSG00000242114,MTFP1
ENSG00000242120,MDFIC2
ENSG00000242366,UGT1A8
ENSG00000242866,STRC
ENSG00000242950,ERVW-1
ENSG00000243509,TNFRSF6B
ENSG00000243646,IL10RB
ENSG00000243667,DNAAF10
ENSG00000243710,CFAP57
ENSG00000243789,JMJD7
ENSG00000243955,GSTA1
ENSG00000244067,GSTA2
ENSG00000244122,UGT1A7
ENSG00000244274,DBNDD2
ENSG00000244405,ETV5
ENSG00000244462,RBM12
ENSG00000244474,UGT1A4
ENSG00000244694,PTCHD4
ENSG00000244731,C4A
ENSG00000244752,CRYBB2
ENSG00000245532,NEAT1
ENSG00000245848,CEBPA
ENSG00000246922,UBAP1L
ENSG00000247626,MARS2
ENSG00000248144,ADH1C
ENSG00000248333,CDK11B
ENSG00000250317,SMIM20
ENSG00000250361,GYPB
ENSG00000250479,CHCHD10
ENSG00000250571,GLI4
ENSG00000251322,SHANK3
ENSG00000251562,MALAT1
ENSG00000253649,PRSS51
ENSG00000253831,ETV3L
ENSG00000253846,PCDHGA10
ENSG00000254093,PINX1
ENSG00000254585,MAGEL2
ENSG00000254647,INS
ENSG00000254656,RTL1
ENSG00000255398,HCAR3
ENSG00000255974,CYP2A6
ENSG00000256269,HMBS
ENSG00000256762,STH
ENSG00000257017,HP
ENSG00000257365,FNTB
ENSG00000257594,GALNT4
ENSG00000257923,CUX1
ENSG00000258643,BCL2L2-PABPN1
ENSG00000258817,OR4C13
ENSG00000258947,TUBB3
ENSG00000259207,ITGB3
ENSG00000259571,BLID
ENSG00000260230,FRRS1L
ENSG00000260314,MRC1
ENSG00000260811,OR4C45
ENSG00000261150,EPPK1
ENSG00000261456,TUBB8
ENSG00000261649,GOLGA6L7
ENSG00000261701,HPR
ENSG00000262246,CORO7
ENSG00000262406,MMP12
ENSG00000262655,SPON1
ENSG00000263001,GTF2I
ENSG00000263510,MIR4497
ENSG00000264006,AKR1C8
ENSG00000265107,GJA5
ENSG00000265681,RPL17
ENSG00000265972,TXNIP
ENSG00000266074,BAHCC1
ENSG00000266265,KLF14
ENSG00000266412,NCOA4
ENSG00000266472,MRPS21
ENSG00000267467,APOC4
ENSG00000267508,ZNF285
ENSG00000267534,S1PR2
ENSG00000267673,FDX2
ENSG00000267680,ZNF224
ENSG00000267855,NDUFA7
ENSG00000268089,GABRQ
ENSG00000269699,ZIM2
ENSG00000269858,EGLN2
ENSG00000270647,TAF15
ENSG00000271425,NBPF10
ENSG00000272047,GTF2H5
ENSG00000272333,KMT2B
ENSG00000272391,POM121C
ENSG00000272398,CD24
ENSG00000273079,GRIN2B
ENSG00000273542,H4C12
ENSG00000273706,LHX1
ENSG00000273777,CEACAM20
ENSG00000274286,ADRA2B
ENSG00000275074,NUDT18
ENSG00000275342,PRAG1
ENSG00000275410,HNF1B
ENSG00000275572,GRIFIN
ENSG00000275713,H2BC9
ENSG00000276043,UHRF1
ENSG00000276410,H2BC3
ENSG00000276644,DACH1
ENSG00000277149,TYW1B
ENSG00000277200,CCDC92B
ENSG00000278318,ZNF229
ENSG00000278570,NR2E3
ENSG00000278588,H2BC10
ENSG00000278677,H2AC17
ENSG00000281406,BLACAT1
ENSG00000283247,CCDC201
ENSG00000283632,EXOC3L2
ENSG00000283654,CIROP
ENSG00000284862,CCDC39
ENSG00000285508,ENSG00000285508
ENSG00000286219,NOTCH2NLC
ENSG00000288529,ENSG00000288529
ENSG00000288712,ENSG00000288712
ENSG00000289051,MLDHR
ENSG00000289710,ENSG00000289710
ENSG00000290320,H2BN1
ENSG00000291237,SOD2
ENSG00000291307,POLGARF
ENSG00000291315,ENSG00000291315
ENSG00000293560,MYH16
ENSG00000293584,ENSG00000293584
